	name	encoding
10	Enter	"[-0.12773353 -0.02465029  0.07940222 -0.07082064 -0.02265804 -0.00803079
 -0.02276234 -0.05137105  0.15374969 -0.11285545  0.25836968  0.03561034
 -0.15581828 -0.14190663  0.04277186  0.1025181  -0.17210732 -0.09246201
 -0.00341212 -0.06837051  0.04941117  0.02113336  0.00304199  0.06007612
 -0.21303956 -0.37553263 -0.08283955 -0.14004397 -0.03267541 -0.04625771
 -0.02570206  0.11014245 -0.17980842  0.0264075  -0.04472585  0.09511209
  0.00839742 -0.02163503  0.13974655  0.08664895 -0.09905169 -0.06832599
 -0.04620447  0.22363509  0.16410166  0.00295652  0.0491778  -0.02284683
  0.06017367 -0.22013476  0.04225012  0.10367607  0.07954335  0.02568309
  0.06494549 -0.18586241 -0.00116672  0.01799896 -0.17854066  0.05363493
 -0.08525421 -0.08833699 -0.0228458  -0.05319659  0.20904914  0.10822118
 -0.10331091 -0.09161888  0.10541719 -0.11697382 -0.02758181  0.03489025
 -0.1501216  -0.21550766 -0.31014973  0.05576751  0.31509614  0.14922854
 -0.23029622  0.0223822  -0.10861559 -0.06443281  0.10328545  0.06735882
 -0.03965811  0.04095955 -0.10011962  0.0469453   0.14709668 -0.00330443
 -0.03669825  0.22159895 -0.06523001  0.06794578  0.02650444 -0.02543038
 -0.07953874  0.04699126 -0.06705672 -0.00861869  0.0348343  -0.07562018
  0.00852891  0.07802413 -0.18689398  0.11711496  0.00547224 -0.0559831
 -0.01630196 -0.01131607 -0.1922863  -0.0508112   0.15210648 -0.23966536
  0.14966206  0.20313786  0.04001378  0.22782169  0.08525054  0.05394768
 -0.08123948 -0.02087677 -0.14714807  0.0418235   0.06510476 -0.02408495
  0.05368388  0.0141265 ]"
11	Enter	"[-0.15007076 -0.0051848   0.09644333 -0.06687314 -0.01935822 -0.01951375
 -0.02475433 -0.05193844  0.14933802 -0.11881173  0.27966461  0.02672464
 -0.15482286 -0.15350722  0.04031766  0.10083994 -0.17915222 -0.0908151
 -0.01240061 -0.07255478  0.04005666  0.01910154 -0.00039189  0.061106
 -0.22455519 -0.3782053  -0.08832261 -0.15679863 -0.03253879 -0.05307649
 -0.02908749  0.10067196 -0.18789351  0.00932421 -0.05551256  0.10439855
  0.017407    0.00068201  0.12948732  0.08120468 -0.10031421 -0.05396328
 -0.03662465  0.23638493  0.16542041  0.0124073   0.04574611 -0.03061935
  0.04801713 -0.21958229  0.06056176  0.10234877  0.08455021  0.03276755
  0.05988596 -0.19960202 -0.01730607  0.01333572 -0.1716276   0.05686374
 -0.08154342 -0.08404741 -0.03853451 -0.04162271  0.21614423  0.12121936
 -0.10742944 -0.09295018  0.11647113 -0.11693776 -0.02300064  0.03875325
 -0.14667509 -0.20624202 -0.31745762  0.07796999  0.32564461  0.1403448
 -0.24069871  0.01999153 -0.1351999  -0.06668872  0.0871981   0.06941198
 -0.04071393  0.04438079 -0.09959118  0.05380019  0.13364494 -0.00744883
 -0.02523249  0.2168363  -0.05793396  0.06113662  0.03401808 -0.02508801
 -0.0991688   0.03442429 -0.08190539 -0.0242479   0.04302789 -0.0731635
 -0.00583551  0.07299441 -0.19345695  0.12378968  0.02146685 -0.07431178
 -0.01277827 -0.00368711 -0.17840391 -0.06144409  0.16222614 -0.23429568
  0.16210772  0.20509769  0.03998204  0.2435737   0.1053331   0.06279314
 -0.07913628 -0.01520315 -0.1369033   0.0398548   0.06605286 -0.02526933
  0.0546052   0.0137639 ]"
12	Enter	"[-1.27372131e-01  3.54033895e-03  1.08761698e-01 -3.89532410e-02
  1.29487403e-02 -3.96747775e-02  1.23551115e-04 -2.03794315e-02
  1.41795680e-01 -8.77534822e-02  2.76787609e-01  4.57492322e-02
 -1.60652593e-01 -1.67089269e-01  6.66094646e-02  1.16522804e-01
 -1.97022781e-01 -8.51515606e-02 -1.36699555e-02 -8.40720087e-02
  4.37301882e-02  7.74053577e-03 -8.06682650e-03  4.99117225e-02
 -2.00637251e-01 -3.53686035e-01 -5.91173023e-02 -1.68181032e-01
 -4.39093355e-03 -8.20319206e-02 -2.39957869e-02  9.29045901e-02
 -1.90300971e-01  4.48986515e-03 -5.31583466e-02  8.50491226e-02
  2.25577559e-02 -3.50422636e-02  1.47833690e-01  5.57645261e-02
 -9.17384028e-02 -5.26653230e-02 -5.58645390e-02  2.39373997e-01
  1.46501213e-01 -2.67450009e-02  6.67760968e-02 -7.45147374e-03
  5.98606020e-02 -2.21931949e-01  5.64038903e-02  9.47948098e-02
  9.00301710e-02  3.63754816e-02  4.75483574e-02 -2.01332465e-01
 -1.36835435e-02  2.00512037e-02 -1.96349487e-01  6.59867674e-02
 -3.63992564e-02 -8.21727216e-02 -5.88868335e-02 -5.09800017e-02
  2.10410655e-01  1.07590906e-01 -1.24318421e-01 -1.03117399e-01
  1.08020447e-01 -9.83451605e-02 -9.94977076e-03  3.72454152e-02
 -1.40175894e-01 -1.96408316e-01 -2.95716673e-01  9.00030285e-02
  3.11981857e-01  1.40165418e-01 -2.35826686e-01  2.89360620e-02
 -1.54298335e-01 -5.17920442e-02  7.81519413e-02  7.08883181e-02
 -3.08482330e-02  6.79440498e-02 -9.56899375e-02  7.54931942e-02
  1.07237130e-01  2.11525783e-02 -3.94752286e-02  1.97473779e-01
 -6.54507577e-02  4.29291055e-02  8.22567847e-03 -3.85144912e-02
 -7.49125779e-02  3.71926762e-02 -6.10879809e-02 -5.36232209e-03
  4.76960950e-02 -8.79108906e-02 -4.95584263e-03  7.56589398e-02
 -1.80367738e-01  1.35010511e-01  1.71980169e-02 -3.30376476e-02
 -2.47170590e-03  3.45407380e-03 -1.74247831e-01 -2.80476827e-02
  1.42489269e-01 -2.53572792e-01  1.80124223e-01  1.95501000e-01
  4.23511937e-02  2.14749724e-01  7.46540055e-02  6.52245134e-02
 -7.32273310e-02 -3.49776372e-02 -1.75264403e-01  3.45283188e-02
  6.36747777e-02 -1.75019447e-02  6.83537200e-02  1.76565740e-02]"
13	Enter	"[-0.1401803  -0.0073732   0.0843555  -0.06261603 -0.00786966 -0.01368497
 -0.030029   -0.04502309  0.16333917 -0.10302028  0.28314024  0.03682166
 -0.15727484 -0.16773471  0.02983392  0.1088157  -0.17837062 -0.08585754
 -0.00512134 -0.07993698  0.06490431  0.01741309  0.00975173  0.07639069
 -0.2132486  -0.37727597 -0.08602864 -0.17126924 -0.00783008 -0.06794837
 -0.06627265  0.05445436 -0.20039468 -0.00311045 -0.06178856  0.08531233
  0.01984184 -0.03153794  0.12839919  0.08236032 -0.09256453 -0.0483981
 -0.05820967  0.23237316  0.16812947  0.01913739  0.05528018 -0.03748582
  0.05615409 -0.20560074  0.07024296  0.10858326  0.09095825  0.02512705
  0.02746125 -0.19187996 -0.03389955  0.02503859 -0.17544998  0.05731
 -0.05926302 -0.05998107 -0.042122   -0.05239908  0.20524359  0.11467657
 -0.12437066 -0.0918283   0.1032861  -0.11098692 -0.00904506  0.01633818
 -0.1552332  -0.22017571 -0.29835102  0.09041479  0.34105283  0.15103531
 -0.23226479  0.01032623 -0.17100796 -0.0517028   0.08341261  0.05037785
 -0.03070064  0.04521028 -0.10905369  0.06945723  0.13140821 -0.01395824
 -0.01861248  0.21529245 -0.06494863  0.06842185  0.00650516 -0.00186346
 -0.10960539  0.06755741 -0.06140552 -0.0046742   0.03842625 -0.05822521
  0.01445545  0.06453348 -0.19038847  0.12836985  0.03393738 -0.06394089
 -0.00207044 -0.00734386 -0.1996686  -0.06421277  0.1519087  -0.22505751
  0.16931622  0.21051417  0.07774912  0.24744162  0.10706708  0.06311218
 -0.0670829  -0.03714548 -0.16279979  0.04264919  0.06901515 -0.01520477
  0.06835803  0.01725171]"
14	Enter	"[-0.13946575 -0.01070742  0.04345709 -0.0567111   0.01312563 -0.01760686
  0.01316098 -0.07896921  0.16052017 -0.08739245  0.27552003  0.04277897
 -0.15310799 -0.18825673  0.05319721  0.08139861 -0.15531011 -0.1107569
 -0.03936048 -0.12104532  0.05451393  0.01157416  0.00276321  0.08533321
 -0.20620379 -0.35820028 -0.09464247 -0.19889644  0.02261526 -0.09570463
 -0.03862252  0.06752974 -0.15590483  0.01320845 -0.06931132  0.04414002
  0.02252771 -0.04126554  0.14357737  0.06471673 -0.10527337 -0.06810301
 -0.03401622  0.22818889  0.1875799  -0.02079816  0.05969104 -0.00577159
  0.06134896 -0.20459971  0.0466411   0.08828999  0.12153717  0.03254031
  0.04705754 -0.20129798 -0.05450494  0.00643021 -0.18466488  0.06948843
 -0.06395939 -0.08887069 -0.08164535 -0.0425532   0.19213459  0.12339108
 -0.14338988 -0.0903216   0.10937481 -0.15270339 -0.00856378  0.04470444
 -0.14348327 -0.22501394 -0.27796581  0.11392929  0.34709266  0.16191138
 -0.23123327  0.00906828 -0.15318558 -0.02822772  0.07502425  0.05358343
 -0.06750458  0.04252014 -0.11055349  0.03483517  0.1097336   0.01240862
 -0.03871316  0.2146216  -0.07264062  0.0793667   0.02308111  0.02599153
 -0.09443469  0.04195208 -0.02991157  0.01319507  0.0377526  -0.08885683
  0.01997351  0.05043013 -0.15272729  0.15208131  0.0222852  -0.03892029
 -0.01563653  0.00377196 -0.16029467 -0.05360125  0.1409637  -0.24460746
  0.13572209  0.20784456  0.06186352  0.24906057  0.08383917  0.07146322
 -0.07094976 -0.02841247 -0.15614618  0.04131825  0.06250638 -0.03331136
  0.03241137  0.00615959]"
15	Enter	"[-1.44592926e-01 -7.27804657e-03  7.00105876e-02 -4.08379175e-02
  3.65385227e-03 -1.32526364e-02 -7.07910396e-03 -6.53808117e-02
  1.65763333e-01 -6.87681362e-02  2.65883446e-01  1.87367667e-02
 -1.39958441e-01 -1.86962321e-01  7.44227841e-02  8.18307623e-02
 -1.62104100e-01 -7.97647759e-02 -2.01678816e-02 -1.08636104e-01
  5.74285276e-02  1.77003257e-02  1.99236106e-02  6.53024241e-02
 -2.13423342e-01 -3.72265011e-01 -9.43534076e-02 -1.82587400e-01
  3.73442508e-02 -5.27630001e-02 -6.97539002e-02  8.68071467e-02
 -1.84368283e-01 -1.80417672e-04 -6.33107200e-02  1.01278692e-01
  1.95789635e-02 -4.89704348e-02  1.12556867e-01  4.74466421e-02
 -8.76961052e-02 -7.15006813e-02 -5.01042530e-02  2.13373795e-01
  1.78796500e-01 -3.34929824e-02  6.52850494e-02 -1.06825577e-02
  4.90392596e-02 -1.89192966e-01  4.26712409e-02  1.03038423e-01
  1.10655285e-01  3.21959183e-02  4.27176058e-02 -1.91776648e-01
 -2.53635496e-02  7.60540180e-03 -1.64398551e-01  5.03914878e-02
 -5.04664592e-02 -7.38200098e-02 -7.88384676e-02 -4.24439982e-02
  2.18017325e-01  1.33195281e-01 -1.21849760e-01 -9.26641747e-02
  1.10931680e-01 -1.12409286e-01  3.54988966e-03  3.76765281e-02
 -1.62376300e-01 -2.13305369e-01 -2.87820369e-01  9.80778039e-02
  3.51497501e-01  1.29654258e-01 -2.61144310e-01  2.74525993e-02
 -1.64515555e-01 -1.86434817e-02  9.41743329e-02  6.81897327e-02
 -6.12705350e-02  7.36007839e-02 -1.27811685e-01  5.68861701e-02
  1.22664317e-01 -1.35533931e-02 -2.18328163e-02  2.15460777e-01
 -4.35521789e-02  8.54375511e-02  3.78118344e-02 -6.23580394e-03
 -6.39643222e-02  2.86321789e-02 -5.65538295e-02  2.75389757e-03
  6.88729584e-02 -9.63501185e-02 -2.93701328e-03  5.79376221e-02
 -1.74416721e-01  1.46525294e-01  5.54734170e-02 -3.71747911e-02
  8.91462248e-03 -3.36353853e-02 -1.54810041e-01 -4.60050628e-02
  1.59512475e-01 -2.48251036e-01  1.31077021e-01  1.91317782e-01
  5.41925281e-02  2.58851588e-01  7.61366561e-02  9.24316272e-02
 -7.83558860e-02 -2.90142130e-02 -1.50382489e-01  5.82291782e-02
  5.69930896e-02 -2.97621321e-02  1.21106859e-02  2.39812210e-02]"
16	Enter	"[-0.11028346 -0.00436229  0.06238025 -0.04071458  0.02575649 -0.03147741
 -0.0183463  -0.0682866   0.16361354 -0.09005897  0.26019382  0.01806563
 -0.12429959 -0.17587759  0.07538191  0.07769203 -0.15142938 -0.06978763
 -0.05325407 -0.08731477  0.03886781  0.0243188   0.03618057  0.04163253
 -0.17724927 -0.37726584 -0.10297424 -0.15923518  0.05766756 -0.05921233
 -0.06375588  0.06912525 -0.18015212  0.00653401 -0.06920355  0.08238432
  0.00325313 -0.05805556  0.14453065  0.0808167  -0.11267243 -0.07211713
 -0.06436229  0.21971337  0.192531   -0.04531885  0.06063977 -0.01891041
  0.05207686 -0.18222861  0.04213774  0.10836764  0.1189989   0.02780017
  0.05900766 -0.17952377 -0.01616285 -0.00245683 -0.16326341  0.05561867
 -0.03958844 -0.07211895 -0.06656549 -0.02551079  0.21182455  0.1251671
 -0.10725617 -0.09647288  0.12948762 -0.11438621  0.02342753  0.03901497
 -0.15365055 -0.22252341 -0.2770749   0.08579718  0.3308318   0.12438597
 -0.24991451  0.03448752 -0.15950164 -0.04139218  0.10465974  0.07686828
 -0.06213926  0.07561691 -0.1178491   0.05141701  0.13563351 -0.03020182
 -0.03071223  0.21006942 -0.05887963  0.06887041  0.0414731  -0.02412049
 -0.0656934   0.03348286 -0.06707539  0.00786912  0.0755785  -0.12450484
 -0.00413564  0.0546492  -0.16579624  0.13754335  0.06144095 -0.04760025
  0.02658105 -0.02389653 -0.16719665 -0.06807064  0.16784665 -0.22770871
  0.15190205  0.19010957  0.05615543  0.24111556  0.08767185  0.1101796
 -0.06764886 -0.01426833 -0.13750358  0.05520201  0.02850736 -0.00145068
  0.0085393   0.02413401]"
17	Enter	"[-0.10119957  0.00348463  0.07182809 -0.02835896 -0.00122073 -0.04935861
 -0.01929871 -0.07055397  0.14669584 -0.05114915  0.28168613  0.02868493
 -0.13538496 -0.18589725  0.07518821  0.10107294 -0.17983626 -0.07368666
 -0.04823738 -0.07273049  0.04906466  0.0139098   0.05694735  0.01848087
 -0.16371147 -0.39155495 -0.08934115 -0.1983749   0.06142105 -0.073442
 -0.04025372  0.04706519 -0.18953119 -0.00841429 -0.04958801  0.03910094
  0.00679308 -0.07930221  0.16388135  0.03466754 -0.13535208 -0.08080188
 -0.04067013  0.20216733  0.18459542 -0.04593097  0.08246143 -0.03132131
  0.05790891 -0.16047448  0.06666049  0.08950324  0.12987366  0.0242296
  0.04232848 -0.16493551  0.00411507  0.01758319 -0.19651088  0.04276201
  0.01153559 -0.0427236  -0.07350753 -0.01929359  0.22224981  0.10176707
 -0.11774962 -0.09692597  0.07417521 -0.11375136  0.01663951  0.0396159
 -0.17664242 -0.22540954 -0.30299789  0.06553029  0.34961227  0.10196144
 -0.25058612  0.01339979 -0.15071191 -0.03366871  0.11229982  0.06966195
 -0.06431387  0.07819896 -0.11957763  0.05457525  0.14308083 -0.03971683
 -0.04366261  0.19624703 -0.06360366  0.04187202  0.02172714 -0.01339986
 -0.04011475  0.02580972 -0.04935219  0.00747606  0.06352843 -0.10043089
 -0.0183529   0.04911871 -0.17716341  0.11406478  0.05575318 -0.03511145
  0.01769854 -0.04879571 -0.16557734 -0.07676776  0.15943405 -0.21620129
  0.16603538  0.19419794  0.06451945  0.22212467  0.06629435  0.08590901
 -0.08560865 -0.02131334 -0.15235551  0.06143403  0.05957047  0.00301516
  0.05527652  0.00501249]"
18	Enter	"[-0.10217637  0.00502021  0.0768628  -0.03286009  0.0136907  -0.08165554
 -0.00620699 -0.04516912  0.15850848 -0.09795292  0.28942308  0.01119461
 -0.13725215 -0.16072334  0.07243244  0.10104154 -0.18228623 -0.06284189
 -0.04017727 -0.05980037  0.07168984  0.04612848  0.02366338  0.02751455
 -0.14689015 -0.3830933  -0.0966667  -0.16342519  0.05733669 -0.07958945
 -0.03453112  0.05906107 -0.20099971 -0.02918267 -0.04577539  0.04797196
  0.03065681 -0.03966131  0.15831849  0.07611479 -0.12528443 -0.10273134
 -0.0359851   0.22977175  0.17726409 -0.02141778  0.05225042 -0.03792212
  0.04374449 -0.17451422  0.05164101  0.07418434  0.13436082  0.04061751
  0.05316598 -0.17214896 -0.00670256  0.01430249 -0.20736718  0.06443425
  0.00421914 -0.07337791 -0.05661859 -0.01093656  0.23158889  0.07924877
 -0.10079785 -0.1062993   0.10215147 -0.13407427 -0.00253652  0.0399681
 -0.12974089 -0.20533207 -0.30207932  0.05246732  0.30507642  0.11083945
 -0.24080862  0.03916775 -0.14314519 -0.05907749  0.12055672  0.06623901
 -0.0394604   0.09580272 -0.10790474  0.05732898  0.14095064 -0.0330897
 -0.02483782  0.20995425 -0.09027156  0.03881736  0.03782606 -0.03379931
 -0.06243962  0.03051889 -0.06651267 -0.01123848  0.06550101 -0.11407833
 -0.0074351   0.05611809 -0.18539231  0.10636587  0.03187229 -0.05090458
  0.01154836 -0.03484296 -0.17589538 -0.07530525  0.15919118 -0.21538821
  0.18274656  0.18259215  0.02897443  0.2265691   0.06554853  0.09814465
 -0.07486204 -0.03249195 -0.14432745  0.0494271   0.05241124  0.00717787
  0.06852522 -0.00362052]"
19	Enter	"[-0.13358897 -0.00178898  0.08161718 -0.04359746  0.01152705 -0.05813252
 -0.00871826 -0.06155734  0.14548346 -0.10006575  0.29079232  0.00946724
 -0.15005299 -0.1602025   0.05897297  0.10339595 -0.18710124 -0.07833824
 -0.01877025 -0.07638626  0.05548937  0.02050903  0.01835568  0.05406475
 -0.19533716 -0.37132862 -0.08660892 -0.17249198  0.02669509 -0.080147
 -0.06170741  0.07394834 -0.20961405 -0.01513765 -0.05083148  0.06653504
  0.02854029 -0.03204351  0.141158    0.07727394 -0.10799614 -0.07404646
 -0.04119083  0.24032535  0.17131129 -0.01047351  0.04750674 -0.0463734
  0.03849795 -0.19783837  0.06387388  0.07736349  0.12319172  0.025038
  0.04107265 -0.20015034 -0.01574191 -0.00105426 -0.20750055  0.06850559
 -0.01825938 -0.06584702 -0.04264354 -0.02910753  0.23718934  0.10115217
 -0.12199683 -0.07182727  0.11319259 -0.11227529  0.01616396  0.03042119
 -0.13000806 -0.23257758 -0.30287269  0.07821758  0.31376806  0.13759676
 -0.24885659  0.02835238 -0.15698333 -0.0558182   0.11066879  0.06875018
 -0.04791273  0.07934391 -0.09962794  0.07149097  0.13265987 -0.01567249
 -0.0298823   0.2155727  -0.0781242   0.04124062  0.03623493 -0.01734037
 -0.08825552  0.03035133 -0.07828555 -0.00237435  0.03436574 -0.09993564
 -0.00682266  0.07047379 -0.18746133  0.11241401  0.03831236 -0.08055502
 -0.0140532  -0.0317536  -0.17701878 -0.06729899  0.14061812 -0.24791427
  0.17182396  0.19744283  0.05755871  0.24877569  0.07546864  0.06676458
 -0.0627813  -0.03250049 -0.14430381  0.05241105  0.07753958 -0.01796624
  0.07505015  0.00900549]"
